cidade,Codmun6,Codmun7,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
CACONDE,350870.0,3508702.0,2,n/d,SP,São Paulo,Sudeste,Brasil,18434.0,627.0,0.438,0.72,0.62,0.858,0.701
CAFELÂNDIA,350880.0,3508801.0,2,n/d,SP,São Paulo,Sudeste,Brasil,16509.0,680.71,0.499,0.742,0.661,0.867,0.714
CAJURU,350940.0,3509403.0,2,n/d,SP,São Paulo,Sudeste,Brasil,23277.0,597.11,0.482,0.713,0.633,0.825,0.693
CAPÃO BONITO,351020.0,3510203.0,2,n/d,SP,São Paulo,Sudeste,Brasil,46014.0,534.75,0.477,0.721,0.671,0.826,0.675
CERQUEIRA CÉSAR,351140.0,3511409.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17288.0,665.36,0.518,0.729,0.666,0.821,0.71
COLINA,351200.0,3512001.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17279.0,706.69,0.545,0.757,0.712,0.845,0.72
DESCALVADO,351370.0,3513702.0,2,n/d,SP,São Paulo,Sudeste,Brasil,30629.0,798.74,0.55,0.76,0.687,0.865,0.74
DOIS CÓRREGOS,351410.0,3514106.0,2,n/d,SP,São Paulo,Sudeste,Brasil,24650.0,727.28,0.478,0.725,0.616,0.853,0.725
DRACENA,351440.0,3514403.0,2,n/d,SP,São Paulo,Sudeste,Brasil,41992.0,862.86,0.58,0.776,0.737,0.842,0.752
FARTURA,351540.0,3515400.0,2,n/d,SP,São Paulo,Sudeste,Brasil,15194.0,618.77,0.513,0.732,0.648,0.867,0.699
FERRAZ DE VASCONCELOS,351570.0,3515707.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,168022.0,587.83,0.585,0.738,0.703,0.828,0.691
FRANCISCO MORATO,351630.0,3516309.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,154059.0,483.98,0.508,0.703,0.647,0.815,0.659
FRANCO DA ROCHA,351640.0,3516408.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,123427.0,632.42,0.527,0.731,0.654,0.852,0.702
GARÇA,351670.0,3516705.0,2,n/d,SP,São Paulo,Sudeste,Brasil,42771.0,786.83,0.559,0.769,0.728,0.849,0.737
GUARARAPES,351820.0,3518206.0,2,n/d,SP,São Paulo,Sudeste,Brasil,30494.0,739.89,0.548,0.763,0.726,0.84,0.727
IGARAÇU DO TIETÊ,352000.0,3520004.0,2,n/d,SP,São Paulo,Sudeste,Brasil,23255.0,590.77,0.461,0.727,0.664,0.838,0.691
ILHA SOLTEIRA,352044.0,3520442.0,2,n/d,SP,São Paulo,Sudeste,Brasil,24998.0,1063.04,0.669,0.812,0.782,0.871,0.786
IRACEMÁPOLIS,352140.0,3521408.0,2,n/d,SP,São Paulo,Sudeste,Brasil,19969.0,808.74,0.603,0.776,0.729,0.863,0.742
ITIRAPINA,352360.0,3523602.0,2,n/d,SP,São Paulo,Sudeste,Brasil,12742.0,772.14,0.496,0.724,0.636,0.813,0.734
ITUPEVA,352400.0,3524006.0,2,n/d,SP,São Paulo,Sudeste,Brasil,44744.0,848.65,0.593,0.762,0.699,0.844,0.75
JAGUARIÚNA,352470.0,3524709.0,2,n/d,SP,São Paulo,Sudeste,Brasil,44108.0,1038.61,0.635,0.784,0.715,0.862,0.782
LARANJAL PAULISTA,352640.0,3526407.0,2,n/d,SP,São Paulo,Sudeste,Brasil,25243.0,760.58,0.527,0.729,0.639,0.829,0.732
LINS,352710.0,3527108.0,2,n/d,SP,São Paulo,Sudeste,Brasil,70592.0,919.53,0.657,0.786,0.733,0.869,0.762
LORENA,352720.0,3527207.0,2,n/d,SP,São Paulo,Sudeste,Brasil,82126.0,781.28,0.672,0.766,0.713,0.856,0.736
MAIRIPORÃ,352850.0,3528502.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,80353.0,944.03,0.625,0.788,0.723,0.881,0.767
MATÃO,352930.0,3529302.0,2,n/d,SP,São Paulo,Sudeste,Brasil,76679.0,940.44,0.57,0.773,0.713,0.847,0.766
MOCOCA,353050.0,3530508.0,2,n/d,SP,São Paulo,Sudeste,Brasil,65734.0,881.99,0.584,0.762,0.709,0.827,0.756
MONTE AZUL PAULISTA,353150.0,3531506.0,2,n/d,SP,São Paulo,Sudeste,Brasil,18862.0,765.11,0.502,0.753,0.69,0.843,0.733
MORRO AGUDO,353190.0,3531902.0,2,n/d,SP,São Paulo,Sudeste,Brasil,29050.0,687.37,0.449,0.712,0.604,0.836,0.716
NOVO HORIZONTE,353350.0,3533502.0,2,n/d,SP,São Paulo,Sudeste,Brasil,36479.0,806.75,0.519,0.753,0.665,0.865,0.741
OLÍMPIA,353390.0,3533908.0,2,n/d,SP,São Paulo,Sudeste,Brasil,49865.0,783.14,0.573,0.773,0.724,0.867,0.737
OSVALDO CRUZ,353460.0,3534609.0,2,n/d,SP,São Paulo,Sudeste,Brasil,29646.0,797.55,0.581,0.762,0.713,0.837,0.74
PARANAPANEMA,353580.0,3535804.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17712.0,613.31,0.459,0.717,0.631,0.839,0.697
PAULÍNIA,353650.0,3536505.0,2,n/d,SP,São Paulo,Sudeste,Brasil,82005.0,1160.79,0.68,0.795,0.727,0.864,0.8
PEDERNEIRAS,353670.0,3536703.0,2,n/d,SP,São Paulo,Sudeste,Brasil,41334.0,788.42,0.531,0.739,0.673,0.812,0.738
PENÁPOLIS,353730.0,3537305.0,2,n/d,SP,São Paulo,Sudeste,Brasil,58257.0,840.16,0.581,0.759,0.68,0.859,0.748
PEREIRA BARRETO,353740.0,3537404.0,2,n/d,SP,São Paulo,Sudeste,Brasil,24618.0,743.94,0.57,0.766,0.732,0.845,0.728
PIEDADE,353780.0,3537800.0,2,n/d,SP,São Paulo,Sudeste,Brasil,51436.0,601.32,0.448,0.716,0.624,0.848,0.694
PIRACAIA,353860.0,3538600.0,2,n/d,SP,São Paulo,Sudeste,Brasil,25013.0,893.05,0.485,0.739,0.625,0.851,0.758
PIRAJU,353880.0,3538808.0,2,n/d,SP,São Paulo,Sudeste,Brasil,28356.0,801.23,0.558,0.758,0.699,0.843,0.74
PIRAJUÍ,353890.0,3538907.0,2,n/d,SP,São Paulo,Sudeste,Brasil,19560.0,770.38,0.507,0.749,0.672,0.853,0.734
PIRASSUNUNGA,353930.0,3539301.0,2,n/d,SP,São Paulo,Sudeste,Brasil,69832.0,1086.22,0.651,0.801,0.736,0.884,0.789
PRADÓPOLIS,354090.0,3540903.0,2,n/d,SP,São Paulo,Sudeste,Brasil,17316.0,788.76,0.508,0.733,0.65,0.822,0.738
PRESIDENTE VENCESLAU,354150.0,3541505.0,2,n/d,SP,São Paulo,Sudeste,Brasil,36387.0,846.18,0.565,0.763,0.708,0.837,0.749
PROMISSÃO,354160.0,3541604.0,2,n/d,SP,São Paulo,Sudeste,Brasil,35331.0,726.0,0.527,0.743,0.666,0.85,0.724
RANCHARIA,354220.0,3542206.0,2,n/d,SP,São Paulo,Sudeste,Brasil,28705.0,707.37,0.524,0.751,0.683,0.861,0.72
SANTA GERTRUDES,354670.0,3546702.0,2,n/d,SP,São Paulo,Sudeste,Brasil,21561.0,718.03,0.534,0.737,0.654,0.847,0.723
SANTA ISABEL,354680.0,3546801.0,2,RM São Paulo,SP,São Paulo,Sudeste,Brasil,50137.0,623.11,0.537,0.738,0.689,0.834,0.7
SANTO ANASTÁCIO,354770.0,3547700.0,2,n/d,SP,São Paulo,Sudeste,Brasil,20413.0,726.34,0.533,0.753,0.689,0.854,0.725
SÃO JOAQUIM DA BARRA,354940.0,3549409.0,2,n/d,SP,São Paulo,Sudeste,Brasil,46359.0,799.93,0.595,0.762,0.706,0.847,0.74
SÃO MANUEL,355010.0,3550100.0,2,n/d,SP,São Paulo,Sudeste,Brasil,38157.0,773.82,0.548,0.744,0.695,0.805,0.735
SÃO ROQUE,355060.0,3550605.0,2,n/d,SP,São Paulo,Sudeste,Brasil,78372.0,932.62,0.599,0.768,0.687,0.863,0.765
SÃO SEBASTIÃO,355070.0,3550704.0,2,n/d,SP,São Paulo,Sudeste,Brasil,73583.0,837.48,0.591,0.772,0.703,0.875,0.747
SOCORRO,355210.0,3552106.0,2,n/d,SP,São Paulo,Sudeste,Brasil,36547.0,785.71,0.462,0.729,0.634,0.828,0.737
TIETÊ,355450.0,3554508.0,2,n/d,SP,São Paulo,Sudeste,Brasil,36638.0,927.25,0.563,0.778,0.698,0.884,0.764
VÁRZEA PAULISTA,355650.0,3556503.0,2,n/d,SP,São Paulo,Sudeste,Brasil,106832.0,706.02,0.572,0.759,0.705,0.863,0.72
VOTUPORANGA,355710.0,3557105.0,2,n/d,SP,São Paulo,Sudeste,Brasil,84511.0,977.39,0.613,0.79,0.744,0.857,0.772
ALTÔNIA,410050.0,4100509.0,2,n/d,PR,Paraná,Sul,Brasil,20376.0,585.49,0.428,0.721,0.641,0.848,0.69
ANDIRÁ,410110.0,4101101.0,2,n/d,PR,Paraná,Sul,Brasil,20573.0,587.51,0.486,0.725,0.66,0.838,0.69
ARAPONGAS,410150.0,4101507.0,2,n/d,PR,Paraná,Sul,Brasil,103954.0,855.02,0.567,0.748,0.669,0.834,0.751
ARAUCÁRIA,410180.0,4101804.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,119047.0,814.39,0.569,0.74,0.639,0.852,0.743
BANDEIRANTES,410240.0,4102406.0,2,n/d,PR,Paraná,Sul,Brasil,32016.0,679.72,0.514,0.727,0.658,0.819,0.714
CAFELÂNDIA,410345.0,4103453.0,2,n/d,PR,Paraná,Sul,Brasil,14625.0,721.38,0.557,0.748,0.692,0.835,0.723
CAMBÉ,410370.0,4103701.0,2,n/d,PR,Paraná,Sul,Brasil,96541.0,723.34,0.538,0.734,0.651,0.84,0.724
CAMPINA GRANDE DO SUL,410400.0,4104006.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,38621.0,671.29,0.528,0.718,0.605,0.86,0.712
CASTRO,410490.0,4104907.0,2,n/d,PR,Paraná,Sul,Brasil,66639.0,639.54,0.466,0.703,0.6,0.823,0.704
COLOMBO,410580.0,4105805.0,2,RM Curitiba,PR,Paraná,Sul,Brasil,212419.0,682.85,0.526,0.733,0.632,0.87,0.715
CRUZEIRO DO OESTE,410660.0,4106605.0,2,n/d,PR,Paraná,Sul,Brasil,20305.0,617.44,0.461,0.717,0.64,0.825,0.698
GUARATUBA,410960.0,4109609.0,2,n/d,PR,Paraná,Sul,Brasil,31809.0,782.92,0.517,0.717,0.604,0.828,0.737
JANDAIA DO SUL,411210.0,4112108.0,2,n/d,PR,Paraná,Sul,Brasil,20153.0,803.28,0.544,0.747,0.703,0.801,0.741
LOANDA,411350.0,4113502.0,2,n/d,PR,Paraná,Sul,Brasil,21023.0,725.67,0.499,0.725,0.645,0.815,0.724
MANGUEIRINHA,411440.0,4114401.0,2,n/d,PR,Paraná,Sul,Brasil,16989.0,605.97,0.435,0.688,0.579,0.811,0.695
MORRETES,411620.0,4116208.0,2,n/d,PR,Paraná,Sul,Brasil,15642.0,665.51,0.462,0.686,0.544,0.837,0.71
NOVA ESPERANÇA,411690.0,4116901.0,2,n/d,PR,Paraná,Sul,Brasil,26513.0,719.26,0.488,0.722,0.628,0.829,0.723
PARANAVAÍ,411840.0,4118402.0,2,n/d,PR,Paraná,Sul,Brasil,81023.0,852.66,0.575,0.763,0.703,0.844,0.75
REALEZA,412140.0,4121406.0,2,n/d,PR,Paraná,Sul,Brasil,16245.0,704.94,0.449,0.722,0.63,0.83,0.72
SANTA HELENA,412350.0,4123501.0,2,n/d,PR,Paraná,Sul,Brasil,23338.0,791.53,0.496,0.744,0.678,0.823,0.738
SANTA TEREZINHA DE ITAIPU,412405.0,4124053.0,2,n/d,PR,Paraná,Sul,Brasil,20714.0,688.34,0.527,0.738,0.689,0.814,0.716
SANTO ANTÔNIO DA PLATINA,412410.0,4124103.0,2,n/d,PR,Paraná,Sul,Brasil,42461.0,765.04,0.515,0.718,0.617,0.817,0.733
ABELARDO LUZ,420010.0,4200101.0,2,n/d,SC,Santa Catarina,Sul,Brasil,17016.0,562.88,0.404,0.696,0.578,0.852,0.684
APIÚNA,420125.0,4201257.0,2,n/d,SC,Santa Catarina,Sul,Brasil,9564.0,776.69,0.378,0.708,0.584,0.827,0.735
COCAL DO SUL,420425.0,4204251.0,2,n/d,SC,Santa Catarina,Sul,Brasil,15155.0,833.24,0.606,0.78,0.74,0.859,0.747
CURITIBANOS,420480.0,4204806.0,2,n/d,SC,Santa Catarina,Sul,Brasil,37460.0,687.47,0.493,0.721,0.62,0.846,0.716
FORQUILHINHA,420545.0,4205456.0,2,n/d,SC,Santa Catarina,Sul,Brasil,22503.0,870.85,0.503,0.753,0.657,0.861,0.754
GUABIRUBA,420630.0,4206306.0,2,n/d,SC,Santa Catarina,Sul,Brasil,18414.0,851.75,0.476,0.754,0.653,0.876,0.75
ITAIÓPOLIS,420810.0,4208104.0,2,n/d,SC,Santa Catarina,Sul,Brasil,20280.0,625.36,0.423,0.708,0.606,0.836,0.7
ITAPIRANGA,420840.0,4208401.0,2,n/d,SC,Santa Catarina,Sul,Brasil,15363.0,942.44,0.556,0.775,0.723,0.842,0.766
ORLEANS,421170.0,4211702.0,2,n/d,SC,Santa Catarina,Sul,Brasil,21373.0,844.35,0.49,0.755,0.657,0.873,0.749
OTACÍLIO COSTA,421175.0,4211751.0,2,n/d,SC,Santa Catarina,Sul,Brasil,16311.0,677.67,0.531,0.74,0.681,0.835,0.713
BALNEÁRIO PIÇARRAS,421280.0,4212809.0,2,n/d,SC,Santa Catarina,Sul,Brasil,17029.0,826.13,0.562,0.756,0.668,0.869,0.745
PINHALZINHO,421290.0,4212908.0,2,n/d,SC,Santa Catarina,Sul,Brasil,16222.0,893.85,0.552,0.783,0.716,0.886,0.758
PRESIDENTE GETÚLIO,421400.0,4214003.0,2,n/d,SC,Santa Catarina,Sul,Brasil,14808.0,928.86,0.474,0.759,0.654,0.874,0.764
SANTO AMARO DA IMPERATRIZ,421570.0,4215703.0,2,n/d,SC,Santa Catarina,Sul,Brasil,19714.0,867.13,0.591,0.781,0.71,0.89,0.753
SÃO JOÃO DO OESTE,421625.0,4216255.0,2,n/d,SC,Santa Catarina,Sul,Brasil,6027.0,881.09,0.465,0.761,0.668,0.873,0.756
SÃO JOÃO BATISTA,421630.0,4216305.0,2,n/d,SC,Santa Catarina,Sul,Brasil,26060.0,794.12,0.521,0.74,0.634,0.865,0.739
SÃO LOURENÇO DO OESTE,421690.0,4216909.0,2,n/d,SC,Santa Catarina,Sul,Brasil,21668.0,841.27,0.527,0.749,0.695,0.807,0.748
SÃO LUDGERO,421700.0,4217006.0,2,n/d,SC,Santa Catarina,Sul,Brasil,10930.0,884.18,0.564,0.755,0.683,0.834,0.756
TIJUCAS,421800.0,4218004.0,2,n/d,SC,Santa Catarina,Sul,Brasil,30700.0,835.48,0.551,0.76,0.672,0.873,0.747
URUSSANGA,421900.0,4219002.0,2,n/d,SC,Santa Catarina,Sul,Brasil,20196.0,883.42,0.532,0.772,0.695,0.876,0.756
AGUDO,430010.0,4300109.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,16549.0,861.06,0.385,0.694,0.524,0.847,0.752
ARROIO DO MEIO,430100.0,4301008.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,18644.0,850.06,0.51,0.769,0.706,0.86,0.75
BALNEÁRIO PINHAL,430163.0,4301636.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,10824.0,662.85,0.464,0.696,0.567,0.836,0.71
CACEQUI,430290.0,4302907.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,13594.0,550.88,0.487,0.7,0.626,0.807,0.68
CAMAQUÃ,430350.0,4303509.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,62068.0,686.36,0.44,0.697,0.578,0.819,0.715
CARLOS BARBOSA,430480.0,4304804.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,25016.0,1446.56,0.588,0.796,0.724,0.835,0.835
DOIS IRMÃOS,430640.0,4306403.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,27406.0,921.37,0.571,0.743,0.633,0.848,0.763
DOM PEDRITO,430660.0,4306601.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,38512.0,686.15,0.469,0.708,0.585,0.848,0.715
ELDORADO DO SUL,430676.0,4306767.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,34100.0,692.0,0.581,0.717,0.609,0.844,0.717
ENCRUZILHADA DO SUL,430690.0,4306908.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,24287.0,539.0,0.35,0.657,0.478,0.875,0.677
ESTEIO,430770.0,4307708.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,80484.0,955.86,0.646,0.754,0.662,0.843,0.769
FARROUPILHA,430790.0,4307906.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,63310.0,1045.05,0.601,0.777,0.696,0.861,0.783
GETÚLIO VARGAS,430890.0,4308904.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15983.0,837.17,0.518,0.746,0.658,0.843,0.747
GUAPORÉ,430940.0,4309407.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22658.0,1035.41,0.512,0.765,0.685,0.837,0.781
JAGUARÃO,431100.0,4311007.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,27734.0,616.82,0.503,0.707,0.608,0.832,0.698
JÚLIO DE CASTILHOS,431120.0,4311205.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,19352.0,765.91,0.477,0.716,0.602,0.833,0.733
MUÇUM,431260.0,4312609.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,4777.0,887.43,0.455,0.746,0.654,0.84,0.757
NÃO-ME-TOQUE,431265.0,4312658.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,15826.0,1051.05,0.562,0.765,0.673,0.847,0.784
NOVA PRATA,431330.0,4313300.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,22636.0,1039.74,0.568,0.766,0.686,0.839,0.782
PALMARES DO SUL,431365.0,4313656.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,10930.0,730.31,0.467,0.715,0.592,0.852,0.725
RIO PARDO,431570.0,4315701.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,37177.0,633.1,0.47,0.693,0.56,0.846,0.702
SANTA VITÓRIA DO PALMAR,431730.0,4317301.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,30837.0,657.76,0.476,0.712,0.591,0.861,0.709
SÃO FRANCISCO DE PAULA,431820.0,4318200.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,20170.0,628.15,0.411,0.685,0.534,0.86,0.701
SÃO SEBASTIÃO DO CAÍ,431950.0,4319505.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,21820.0,772.04,0.53,0.739,0.646,0.852,0.734
SARANDI,432010.0,4320107.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,21077.0,1000.86,0.559,0.777,0.705,0.858,0.776
TAQUARA,432120.0,4321204.0,2,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,54139.0,871.42,0.484,0.727,0.579,0.88,0.754
TRÊS DE MAIO,432180.0,4321808.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,23498.0,881.15,0.532,0.759,0.694,0.834,0.756
VENÂNCIO AIRES,432260.0,4322608.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,65458.0,779.48,0.464,0.712,0.6,0.818,0.736
VERA CRUZ,432270.0,4322707.0,2,n/d,RS,Rio Grande do Sul,Sul,Brasil,23914.0,790.95,0.472,0.737,0.643,0.842,0.738
APARECIDA DO TABOADO,500100.0,5001003.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22216.0,692.79,0.447,0.697,0.588,0.804,0.717
CASSILÂNDIA,500290.0,5002902.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,20708.0,885.1,0.462,0.727,0.627,0.811,0.756
CHAPADÃO DO SUL,500295.0,5002951.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19419.0,896.92,0.579,0.754,0.665,0.85,0.758
COSTA RICA,500325.0,5003256.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19530.0,693.05,0.481,0.706,0.606,0.811,0.717
LADÁRIO,500520.0,5005202.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,19586.0,575.16,0.574,0.704,0.618,0.822,0.687
MIRANDA,500560.0,5005608.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,25270.0,424.44,0.39,0.632,0.507,0.782,0.638
MUNDO NOVO,500568.0,5005681.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,16947.0,652.56,0.433,0.686,0.565,0.808,0.707
NAVIRAÍ,500570.0,5005707.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,45939.0,683.86,0.473,0.7,0.597,0.803,0.715
PARANAÍBA,500630.0,5006309.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,39864.0,738.58,0.464,0.721,0.627,0.823,0.727
PONTA PORÃ,500660.0,5006606.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,77416.0,653.36,0.486,0.701,0.598,0.812,0.708
RIO BRILHANTE,500720.0,5007208.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,30201.0,705.6,0.474,0.715,0.59,0.861,0.72
SÃO GABRIEL DO OESTE,500769.0,5007695.0,2,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,22010.0,855.21,0.511,0.729,0.608,0.85,0.751
CHAPADA DOS GUIMARÃES,510300.0,5103007.0,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17704.0,540.98,0.456,0.688,0.578,0.833,0.677
NOVA OLÍMPIA,510623.0,5106232.0,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,17297.0,639.03,0.419,0.682,0.561,0.804,0.704
NOVA XAVANTINA,510625.0,5106257.0,2,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,19508.0,674.44,0.468,0.704,0.613,0.8,0.713
ÁGUAS LINDAS DE GOIÁS,520025.0,5200258.0,2,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,158508.0,449.38,0.488,0.686,0.588,0.848,0.647
ALTO PARAÍSO DE GOIÁS,520060.0,5200605.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,6782.0,719.11,0.533,0.713,0.611,0.819,0.723
GOIATUBA,520910.0,5209101.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,32149.0,785.84,0.487,0.725,0.627,0.825,0.737
ITABERAÍ,521040.0,5210406.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,35260.0,773.67,0.45,0.719,0.61,0.828,0.735
ITAPACI,521090.0,5210901.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,18336.0,705.2,0.461,0.725,0.626,0.844,0.72
JATAÍ,521190.0,5211909.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,87041.0,987.04,0.542,0.757,0.656,0.856,0.774
MINAÇU,521308.0,5213087.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,30927.0,590.7,0.498,0.707,0.637,0.803,0.691
NERÓPOLIS,521450.0,5214507.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,24095.0,555.47,0.548,0.721,0.671,0.82,0.681
NOVO GAMA,521523.0,5215231.0,2,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,94781.0,498.44,0.502,0.684,0.567,0.851,0.664
SANTO ANTÔNIO DO DESCOBERTO,521975.0,5219753.0,2,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,63019.0,449.39,0.464,0.665,0.556,0.818,0.647
SÃO SIMÃO,522040.0,5220405.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,16837.0,883.78,0.47,0.72,0.599,0.825,0.756
URUAÇU,522160.0,5221601.0,2,n/d,GO,Goiás,Centro-Oeste,Brasil,36540.0,797.52,0.498,0.737,0.628,0.86,0.74
GUAJARÁ-MIRIM,110010.0,1100106.0,1,n/d,RO,Rondônia,Norte,Brasil,39928.0,494.69,0.486,0.657,0.519,0.823,0.663
JI-PARANÁ,110012.0,1100122.0,1,n/d,RO,Rondônia,Norte,Brasil,115896.0,743.35,0.532,0.714,0.617,0.81,0.728
PIMENTA BUENO,110018.0,1100189.0,1,n/d,RO,Rondônia,Norte,Brasil,33611.0,734.76,0.496,0.71,0.613,0.803,0.726
ATALAIA DO NORTE,130020.0,1300201.0,1,n/d,AM,Amazonas,Norte,Brasil,15078.0,159.21,0.229,0.45,0.259,0.733,0.481
IRANDUBA,130185.0,1301852.0,1,n/d,AM,Amazonas,Norte,Brasil,40642.0,349.23,0.4,0.613,0.476,0.799,0.607
ALTAMIRA,150060.0,1500602.0,1,n/d,PA,Pará,Norte,Brasil,98183.0,492.05,0.461,0.665,0.548,0.811,0.662
BRAGANÇA,150170.0,1501709.0,1,n/d,PA,Pará,Norte,Brasil,112709.0,311.97,0.399,0.6,0.486,0.755,0.589
CANAÃ DOS CARAJÁS,150215.0,1502152.0,1,n/d,PA,Pará,Norte,Brasil,26526.0,517.33,0.501,0.673,0.569,0.801,0.67
REDENÇÃO,150613.0,1506138.0,1,n/d,PA,Pará,Norte,Brasil,73579.0,529.54,0.457,0.672,0.561,0.804,0.674
TAILÂNDIA,150795.0,1507953.0,1,n/d,PA,Pará,Norte,Brasil,78878.0,300.85,0.379,0.588,0.45,0.776,0.583
ARAGUAÍNA,170210.0,1702109.0,1,n/d,TO,Tocantins,Norte,Brasil,149300.0,737.63,0.639,0.752,0.712,0.821,0.727
ARAGUATINS,170220.0,1702208.0,1,n/d,TO,Tocantins,Norte,Brasil,31268.0,342.07,0.409,0.631,0.525,0.793,0.604
AUGUSTINÓPOLIS,170255.0,1702554.0,1,n/d,TO,Tocantins,Norte,Brasil,15880.0,364.32,0.456,0.67,0.619,0.793,0.614
MIRACEMA DO TOCANTINS,171320.0,1713205.0,1,n/d,TO,Tocantins,Norte,Brasil,20590.0,533.46,0.496,0.684,0.579,0.82,0.675
PARAÍSO DO TOCANTINS,171610.0,1716109.0,1,n/d,TO,Tocantins,Norte,Brasil,44257.0,899.57,0.617,0.764,0.706,0.831,0.759
PORTO NACIONAL,171820.0,1718204.0,1,n/d,TO,Tocantins,Norte,Brasil,48750.0,621.1,0.604,0.74,0.701,0.826,0.699
AÇAILÂNDIA,210005.0,2100055.0,1,n/d,MA,Maranhão,Nordeste,Brasil,103752.0,438.56,0.464,0.672,0.602,0.785,0.643
BACABAL,210120.0,2101202.0,1,n/d,MA,Maranhão,Nordeste,Brasil,99781.0,375.57,0.454,0.651,0.591,0.753,0.619
BALSAS,210140.0,2101400.0,1,n/d,MA,Maranhão,Nordeste,Brasil,83302.0,531.6,0.514,0.687,0.597,0.807,0.674
CAROLINA,210280.0,2102804.0,1,n/d,MA,Maranhão,Nordeste,Brasil,23827.0,334.51,0.401,0.634,0.529,0.802,0.6
JOÃO LISBOA,210550.0,2105500.0,1,n/d,MA,Maranhão,Nordeste,Brasil,20355.0,303.91,0.435,0.641,0.573,0.785,0.585
PEDREIRAS,210820.0,2108207.0,1,n/d,MA,Maranhão,Nordeste,Brasil,39220.0,441.42,0.471,0.682,0.621,0.792,0.644
PORTO FRANCO,210900.0,2109007.0,1,n/d,MA,Maranhão,Nordeste,Brasil,21396.0,497.56,0.477,0.684,0.606,0.796,0.664
