meio,cidade,uf,veiculos_mapeados,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
Jornal,ARAÇATUBA,SP,3,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
Jornal,ARARAS,SP,3,4.75,13.72,76.55,11.5,8.57,0.51,2.31,0.47,10.98,7.69,921.76,117824.0,10184.0,0.617,0.728,0.859,0.763,0.781
Jornal,BERTIOGA,SP,3,5.46,8.34,74.03,16.3,4.78,1.44,5.64,0.48,11.29,8.02,736.03,47239.0,2278.0,0.542,0.654,0.817,0.727,0.73
Jornal,CAFELÂNDIA,SP,3,7.1,9.11,77.01,11.8,10.74,1.14,5.8,0.46,10.41,7.26,680.71,16509.0,1783.0,0.499,0.661,0.867,0.714,0.742
Jornal,CAIEIRAS,SP,3,3.93,11.05,76.68,10.2,4.91,1.01,5.08,0.47,10.86,7.68,800.15,86294.0,4246.0,0.644,0.749,0.861,0.74,0.781
Jornal,CAMPO LIMPO PAULISTA,SP,3,4.22,8.13,75.4,14.1,5.93,1.19,3.64,0.43,8.5,6.42,767.85,73614.0,4396.0,0.637,0.739,0.84,0.733,0.769
Jornal,CERQUILHO,SP,3,3.56,9.92,76.21,11.9,7.81,0.21,1.15,0.42,8.18,5.8,894.52,39409.0,3096.0,0.606,0.739,0.854,0.758,0.782
Jornal,CONCHAS,SP,3,5.63,10.14,75.19,14.4,10.6,1.01,4.51,0.49,11.75,8.04,730.42,16191.0,1727.0,0.491,0.658,0.837,0.725,0.736
Jornal,ESPÍRITO SANTO DO PINHAL,SP,3,5.71,14.06,77.31,11.4,10.06,0.35,2.94,0.57,16.87,10.39,1048.6,41568.0,4216.0,0.575,0.712,0.872,0.784,0.787
Jornal,FRANCA,SP,3,3.44,13.15,75.5,14.3,7.6,0.65,3.34,0.46,10.14,7.02,846.57,317558.0,24232.0,0.631,0.753,0.842,0.749,0.78
Jornal,GUARAREMA,SP,3,7.17,10.21,74.03,16.3,7.63,1.73,5.51,0.47,11.03,7.59,748.79,25691.0,1971.0,0.551,0.656,0.817,0.729,0.731
Jornal,IBIÚNA,SP,3,8.7,6.43,74.91,16.03,7.35,1.94,8.3,0.48,11.65,7.93,624.55,70850.0,5237.0,0.433,0.614,0.832,0.7,0.71
Jornal,ITAPEVA,SP,3,6.22,10.56,73.18,17.7,6.95,2.5,12.0,0.53,15.1,10.05,630.48,87462.0,6096.0,0.546,0.697,0.803,0.702,0.732
Jornal,ITAPEVI,SP,3,5.38,4.76,76.28,12.5,3.83,2.72,8.33,0.45,9.75,6.86,575.72,200590.0,7682.0,0.554,0.677,0.855,0.687,0.735
Jornal,ITAPIRA,SP,3,5.74,11.84,76.1,13.1,9.82,0.72,2.78,0.45,9.41,6.71,849.81,67517.0,6728.0,0.558,0.692,0.852,0.75,0.762
Jornal,ITAQUAQUECETUBA,SP,3,5.66,3.7,75.66,15.5,3.69,2.81,10.21,0.42,8.5,6.32,502.85,321198.0,11889.0,0.542,0.648,0.844,0.665,0.714
Jornal,ITATIBA,SP,3,3.87,13.08,75.64,14.09,7.6,0.27,1.92,0.48,11.21,7.78,1080.74,101022.0,7712.0,0.599,0.708,0.844,0.788,0.778
Jornal,JALES,SP,3,5.62,17.41,76.32,11.8,11.01,0.93,3.37,0.46,9.95,6.99,850.11,46877.0,5177.0,0.567,0.73,0.855,0.75,0.776
Jornal,JANDIRA,SP,3,4.44,8.74,75.46,15.28,3.7,0.84,4.4,0.48,11.29,7.75,792.33,108193.0,4006.0,0.609,0.706,0.841,0.738,0.76
Jornal,JARDINÓPOLIS,SP,3,5.39,8.39,76.15,13.0,7.68,0.48,4.94,0.48,11.18,7.68,742.74,37596.0,2894.0,0.537,0.64,0.853,0.728,0.735
Jornal,JARINU,SP,3,7.14,7.42,74.53,15.5,7.2,0.52,3.06,0.45,9.59,6.97,718.61,23797.0,1718.0,0.508,0.659,0.826,0.723,0.733
Jornal,JOSÉ BONIFÁCIO,SP,3,5.92,9.89,77.14,10.8,8.96,0.42,1.18,0.45,9.55,6.7,863.34,32661.0,2934.0,0.542,0.717,0.869,0.752,0.777
Jornal,LIMEIRA,SP,3,3.99,11.76,76.11,15.22,7.87,0.85,3.25,0.48,11.21,7.77,910.85,275032.0,21715.0,0.61,0.719,0.852,0.761,0.775
Jornal,MIRASSOL,SP,3,4.53,11.98,75.76,12.5,9.4,0.86,2.4,0.43,8.5,6.13,841.27,53576.0,5057.0,0.577,0.698,0.846,0.748,0.762
Jornal,MONTE ALTO,SP,3,5.19,10.9,76.56,12.4,10.21,0.35,2.07,0.42,8.03,5.8,832.6,46499.0,4764.0,0.546,0.707,0.859,0.746,0.768
Jornal,PARAGUAÇU PAULISTA,SP,3,6.72,10.27,75.18,14.5,8.74,1.54,6.39,0.45,10.09,7.11,694.42,40879.0,3694.0,0.577,0.739,0.836,0.717,0.762
Jornal,PEDREIRA,SP,3,4.68,10.03,76.82,12.1,8.1,0.35,1.89,0.42,8.14,5.73,853.76,41401.0,3367.0,0.574,0.701,0.864,0.75,0.769
Jornal,PERUÍBE,SP,3,6.05,10.29,76.24,12.9,10.38,2.68,9.3,0.53,15.13,10.29,753.85,59434.0,6205.0,0.576,0.675,0.854,0.73,0.749
Jornal,PINDAMONHANGABA,SP,3,3.87,12.03,75.58,12.9,6.55,1.32,6.79,0.52,13.95,9.54,826.02,146392.0,9633.0,0.663,0.736,0.843,0.745,0.773
Jornal,PRAIA GRANDE,SP,3,4.16,10.09,75.04,15.68,8.3,1.62,5.95,0.49,12.22,8.68,820.97,261424.0,21757.0,0.633,0.692,0.834,0.744,0.754
Jornal,RIO DAS PEDRAS,SP,3,6.14,7.32,75.49,14.0,6.24,0.48,3.59,0.45,9.78,6.72,804.0,29409.0,1842.0,0.602,0.7,0.842,0.741,0.759
Jornal,SANTA CRUZ DO RIO PARDO,SP,3,5.47,12.89,77.0,10.9,10.0,0.33,2.89,0.46,10.09,7.19,818.3,43593.0,4392.0,0.544,0.686,0.867,0.744,0.762
Jornal,SANTO ANTÔNIO DE POSSE,SP,3,7.82,5.82,75.3,14.3,7.53,1.24,4.14,0.44,8.94,6.37,695.67,20591.0,1554.0,0.426,0.576,0.838,0.718,0.702
Jornal,SÃO CARLOS,SP,3,3.64,17.81,76.78,11.19,8.94,0.58,2.53,0.49,12.15,8.4,1079.45,220666.0,19847.0,0.693,0.766,0.863,0.788,0.805
Jornal,SÃO PEDRO,SP,3,5.24,11.09,76.78,11.2,10.96,0.49,4.08,0.46,10.22,7.42,803.02,31561.0,3471.0,0.539,0.674,0.863,0.741,0.755
Jornal,SUZANO,SP,3,4.85,8.45,77.36,12.12,5.49,1.91,8.54,0.47,11.1,7.87,654.61,261357.0,14409.0,0.62,0.723,0.873,0.708,0.765
Jornal,TREMEMBÉ,SP,3,4.0,14.43,77.38,11.3,6.43,1.38,5.95,0.53,15.49,10.74,959.88,37302.0,2636.0,0.637,0.72,0.873,0.769,0.785
Jornal,TUPÃ,SP,3,6.94,16.66,76.1,14.21,12.53,1.07,4.98,0.54,15.35,9.91,926.96,62563.0,7954.0,0.587,0.704,0.852,0.764,0.771
Jornal,VARGEM GRANDE DO SUL,SP,3,5.91,8.29,76.78,12.1,8.79,0.83,3.46,0.42,8.43,6.09,711.6,39159.0,3451.0,0.469,0.643,0.863,0.721,0.737
Jornal,VINHEDO,SP,3,3.37,20.58,77.68,10.9,7.68,0.13,1.35,0.53,14.46,10.03,1493.32,63120.0,4886.0,0.666,0.739,0.878,0.84,0.817
Jornal,CAMPO MOURÃO,PR,3,7.29,13.87,75.44,12.1,7.53,1.23,4.58,0.5,12.5,8.65,843.42,86898.0,6567.0,0.575,0.689,0.841,0.749,0.757
Jornal,LAPA,PR,3,5.67,6.53,75.9,11.6,7.42,3.68,10.59,0.49,11.98,8.44,608.6,44798.0,3332.0,0.448,0.595,0.848,0.696,0.706
Jornal,MEDIANEIRA,PR,3,5.42,12.7,75.96,11.5,7.05,0.87,3.93,0.49,11.72,7.99,914.67,41568.0,2949.0,0.546,0.686,0.849,0.762,0.763
Jornal,PALOTINA,PR,3,5.82,15.28,76.85,10.4,8.09,0.98,2.85,0.47,10.8,7.8,904.85,28550.0,2321.0,0.569,0.689,0.864,0.76,0.768
Jornal,PARANAGUÁ,PR,3,3.88,9.57,76.12,10.81,5.89,2.13,8.1,0.52,14.09,9.6,765.85,139894.0,8277.0,0.592,0.676,0.852,0.733,0.75
Jornal,PONTA GROSSA,PR,3,3.67,13.25,75.22,12.19,6.87,1.63,6.72,0.54,15.64,10.43,877.1,309810.0,21416.0,0.614,0.703,0.837,0.755,0.763
Jornal,SÃO MIGUEL DO IGUAÇU,PR,3,8.04,8.25,74.08,14.0,7.81,4.05,10.86,0.54,15.52,10.3,734.88,25649.0,2013.0,0.414,0.588,0.818,0.726,0.704
Jornal,SARANDI,PR,3,7.09,2.65,75.98,12.2,6.1,0.95,5.22,0.35,5.63,4.45,554.48,82728.0,5051.0,0.427,0.579,0.85,0.681,0.695
Jornal,TELÊMACO BORBA,PR,3,7.35,8.32,74.68,14.0,6.83,2.53,7.05,0.49,12.02,8.47,732.78,69602.0,4774.0,0.54,0.657,0.828,0.726,0.734
Jornal,UNIÃO DA VITÓRIA,PR,3,4.04,12.54,75.2,13.3,7.79,2.04,9.46,0.48,11.49,8.09,674.29,52491.0,4108.0,0.562,0.68,0.837,0.713,0.74
Jornal,ABELARDO LUZ,SC,3,11.05,7.23,76.1,12.1,5.92,10.6,19.55,0.53,16.17,11.25,562.88,17016.0,1013.0,0.404,0.578,0.852,0.684,0.696
Jornal,CAMPOS NOVOS,SC,3,6.64,10.43,76.64,11.4,7.29,1.9,7.44,0.46,9.99,7.27,708.77,32596.0,2394.0,0.522,0.658,0.861,0.721,0.742
Jornal,CAPINZAL,SC,3,5.59,8.88,77.11,10.8,6.74,0.5,2.99,0.45,9.48,6.48,811.66,20648.0,1400.0,0.518,0.659,0.869,0.742,0.752
Jornal,ITUPORANGA,SC,3,4.62,9.9,77.58,10.2,6.94,0.46,3.94,0.43,8.48,6.14,844.05,22157.0,1544.0,0.458,0.638,0.876,0.749,0.748
Jornal,JAGUARUNA,SC,3,6.49,6.17,74.8,13.8,9.03,0.45,3.32,0.39,6.99,5.12,701.05,17280.0,1561.0,0.446,0.628,0.83,0.719,0.721
Jornal,MARAVILHA,SC,3,4.98,11.25,78.17,9.5,8.21,0.39,2.14,0.45,9.6,6.74,896.02,21897.0,1814.0,0.562,0.708,0.886,0.758,0.781
Jornal,PAPANDUVA,SC,3,6.77,5.33,75.17,13.3,6.99,3.58,10.8,0.47,11.31,7.96,589.35,17882.0,1254.0,0.394,0.603,0.836,0.691,0.704
Jornal,POMERODE,SC,3,1.68,10.84,78.14,9.6,8.29,0.19,0.81,0.38,6.94,4.97,1022.91,27548.0,2300.0,0.558,0.687,0.886,0.78,0.78
Jornal,SÃO JOAQUIM,SC,3,5.84,7.58,74.01,15.0,7.83,0.85,7.66,0.48,11.29,7.92,641.75,24778.0,1942.0,0.457,0.562,0.817,0.705,0.687
Jornal,SEARA,SC,3,5.2,8.57,77.32,10.5,7.88,0.67,1.47,0.51,13.22,8.4,1188.18,16884.0,1334.0,0.505,0.674,0.872,0.804,0.779
Jornal,SOMBRIO,SC,3,5.39,7.39,76.49,11.6,6.65,0.28,2.09,0.4,7.6,5.45,746.69,26590.0,1770.0,0.475,0.617,0.858,0.729,0.728
Jornal,TAIÓ,SC,3,4.47,8.59,77.71,10.1,8.4,0.36,1.81,0.43,8.58,5.96,848.34,17065.0,1450.0,0.491,0.67,0.879,0.749,0.761
Jornal,TRÊS BARRAS,SC,3,6.5,7.13,73.85,15.2,5.86,2.59,12.49,0.47,11.01,7.86,539.69,18091.0,1063.0,0.514,0.639,0.814,0.677,0.706
Jornal,XAXIM,SC,3,5.7,10.14,77.23,10.6,7.2,1.23,3.48,0.43,9.05,6.57,783.29,25674.0,1852.0,0.494,0.662,0.871,0.737,0.752
Jornal,CACHOEIRA DO SUL,RS,3,7.49,11.12,76.22,8.49,12.09,2.93,9.04,0.54,15.64,10.56,793.67,83072.0,10132.0,0.539,0.648,0.854,0.739,0.742
Jornal,CAMPO BOM,RS,3,3.18,5.35,76.11,11.3,6.31,0.2,2.23,0.43,8.63,6.09,879.65,59572.0,3790.0,0.52,0.643,0.852,0.755,0.745
Jornal,CANDELÁRIA,RS,3,9.5,4.56,75.49,12.1,10.91,4.91,11.01,0.46,10.7,7.73,620.92,29867.0,3292.0,0.377,0.521,0.842,0.699,0.674
Jornal,ERECHIM,RS,3,3.27,13.79,74.95,12.8,8.6,1.08,3.29,0.48,11.23,7.72,1038.39,95232.0,8261.0,0.629,0.716,0.833,0.782,0.776
Jornal,ESTRELA,RS,3,2.47,10.68,75.97,12.2,9.61,,1.23,0.42,8.25,6.04,1002.78,30512.0,2944.0,0.578,0.684,0.85,0.776,0.767
Jornal,GARIBALDI,RS,3,2.64,11.74,76.35,11.0,9.26,0.06,1.04,0.51,12.7,8.33,1355.37,30501.0,2841.0,0.58,0.688,0.856,0.825,0.786
Jornal,GRAMADO,RS,3,2.82,10.53,76.64,10.6,8.14,0.32,2.18,0.48,11.02,7.53,1045.52,31974.0,2627.0,0.575,0.662,0.861,0.783,0.764
Jornal,IGREJINHA,RS,3,3.51,5.31,77.53,9.6,6.26,0.61,2.42,0.44,9.0,6.05,848.23,31455.0,1982.0,0.444,0.571,0.876,0.749,0.721
Jornal,IVOTI,RS,3,1.88,8.29,75.88,11.6,6.84,0.1,0.95,0.44,9.34,6.61,1025.02,19764.0,1359.0,0.606,0.729,0.848,0.78,0.784
Jornal,MARAU,RS,3,3.0,10.71,76.44,11.6,6.89,0.62,1.31,0.44,8.92,6.34,980.92,36196.0,2505.0,0.61,0.699,0.857,0.773,0.774
Jornal,PALMEIRA DAS MISSÕES,RS,3,8.71,11.65,74.83,13.0,8.77,4.08,11.01,0.52,14.61,10.19,715.29,33927.0,3009.0,0.526,0.667,0.831,0.722,0.737
Jornal,QUARAÍ,RS,3,5.6,7.41,76.14,11.3,11.92,4.82,16.89,0.5,13.61,9.25,528.64,22926.0,2743.0,0.505,0.609,0.852,0.673,0.704
Jornal,SANTA VITÓRIA DO PALMAR,RS,3,6.47,9.18,76.66,10.6,10.67,2.77,11.12,0.54,15.82,10.29,657.76,30837.0,3306.0,0.476,0.591,0.861,0.709,0.712
Jornal,SANTIAGO,RS,3,4.54,12.95,77.93,9.37,11.51,1.36,6.85,0.51,13.35,9.42,828.78,48579.0,5648.0,0.578,0.682,0.882,0.746,0.766
Jornal,SÃO BORJA,RS,3,6.51,9.38,76.61,10.7,9.6,2.72,8.98,0.55,16.18,10.58,705.72,61136.0,5922.0,0.527,0.643,0.86,0.72,0.736
Jornal,SÃO JERÔNIMO,RS,3,8.54,7.66,74.34,13.7,9.05,4.33,11.34,0.55,16.78,11.26,768.93,21841.0,2004.0,0.465,0.56,0.822,0.734,0.696
Jornal,SÃO LUIZ GONZAGA,RS,3,6.71,9.9,76.31,11.1,10.51,1.69,9.47,0.5,12.87,9.15,698.77,34268.0,3632.0,0.528,0.664,0.855,0.718,0.741
Jornal,SAPUCAIA DO SUL,RS,3,3.33,4.84,75.65,11.9,6.48,1.27,4.94,0.44,9.0,6.55,733.28,130595.0,8488.0,0.589,0.624,0.844,0.726,0.726
Jornal,TAPEJARA,RS,3,3.69,9.68,75.23,13.2,8.1,0.42,1.47,0.44,8.9,6.29,922.28,19141.0,1559.0,0.527,0.688,0.837,0.763,0.76
Jornal,TAQUARI,RS,3,6.45,8.63,75.95,11.5,9.77,0.44,5.58,0.5,12.49,8.42,786.91,25869.0,2549.0,0.533,0.629,0.849,0.737,0.733
Jornal,TEUTÔNIA,RS,3,2.0,5.87,76.31,11.8,8.33,0.19,0.44,0.35,5.98,4.52,854.63,27165.0,2273.0,0.527,0.65,0.855,0.751,0.747
Jornal,TUPANCIRETÃ,RS,3,5.5,8.62,74.67,13.2,9.02,4.03,12.37,0.57,18.75,12.15,708.79,22161.0,2009.0,0.468,0.596,0.828,0.721,0.709
Jornal,VACARIA,RS,3,5.16,11.08,75.25,12.4,8.86,1.66,6.11,0.51,13.41,9.21,797.86,60849.0,5434.0,0.527,0.605,0.838,0.74,0.721
Jornal,COXIM,MS,3,10.46,8.95,75.17,17.5,7.4,1.7,8.47,0.51,13.78,9.53,703.01,32041.0,2379.0,0.45,0.579,0.836,0.719,0.703
Jornal,TRÊS LAGOAS,MS,3,6.43,13.5,75.91,15.76,6.67,1.33,4.85,0.51,12.9,8.77,863.66,101171.0,6785.0,0.579,0.645,0.849,0.752,0.744
Jornal,CÁCERES,MT,3,10.18,9.73,73.76,17.4,6.39,4.69,14.28,0.53,15.02,10.26,590.43,87269.0,5621.0,0.525,0.633,0.813,0.691,0.708
Jornal,COLÍDER,MT,3,9.99,7.89,74.16,16.7,7.13,3.91,8.8,0.56,16.86,10.65,758.67,30525.0,2194.0,0.423,0.604,0.819,0.732,0.713
Jornal,SINOP,MT,3,5.07,11.19,74.93,15.5,3.67,0.82,3.28,0.49,11.94,8.26,877.68,112124.0,4154.0,0.571,0.682,0.832,0.755,0.754
Jornal,SORRISO,MT,3,4.95,9.88,75.33,14.9,2.96,1.77,5.88,0.54,16.18,10.75,988.74,66131.0,1971.0,0.516,0.635,0.839,0.774,0.744
Jornal,LUZIÂNIA,GO,3,7.95,5.42,74.86,12.25,4.21,3.05,11.85,0.5,12.63,8.71,580.88,173474.0,7349.0,0.51,0.602,0.831,0.689,0.701
Jornal,PIRES DO RIO,GO,3,7.64,8.92,77.79,10.8,8.9,1.29,4.38,0.45,9.81,6.8,702.46,28628.0,2561.0,0.515,0.65,0.88,0.719,0.744
Jornal,VALPARAÍSO DE GOIÁS,GO,3,3.62,8.3,73.91,14.83,3.04,1.54,7.75,0.5,12.88,9.25,764.73,132705.0,4043.0,0.663,0.695,0.815,0.733,0.746
Jornal,COLORADO DO OESTE,RO,2,12.43,7.88,73.81,16.1,7.51,6.64,15.76,0.49,12.92,9.16,535.41,18540.0,1397.0,0.426,0.584,0.814,0.676,0.685
Jornal,VILHENA,RO,2,6.08,10.6,73.49,16.98,4.46,2.1,6.37,0.5,13.02,8.92,768.98,75614.0,3398.0,0.554,0.659,0.808,0.734,0.731
Jornal,SÃO MIGUEL DO GUAPORÉ,RO,2,10.81,3.86,71.87,20.8,4.64,21.83,33.34,0.62,31.81,20.97,440.6,21700.0,1013.0,0.346,0.537,0.781,0.644,0.646
Jornal,CASTANHAL,PA,2,7.81,5.72,72.97,17.29,4.82,7.15,22.93,0.54,16.32,10.97,467.32,172265.0,8339.0,0.536,0.582,0.8,0.654,0.673
Jornal,IMPERATRIZ,MA,2,10.87,7.93,73.17,19.52,5.66,3.51,14.35,0.56,16.81,11.06,613.87,246317.0,14018.0,0.617,0.698,0.803,0.697,0.731
Jornal,NOVA RUSSAS,CE,2,28.44,4.95,70.25,25.7,10.57,16.55,33.63,0.5,13.72,9.71,304.52,30864.0,3273.0,0.353,0.524,0.754,0.585,0.614
Jornal,CURRAIS NOVOS,RN,2,17.87,6.73,72.62,21.69,9.59,7.7,22.64,0.58,20.7,13.25,526.96,42240.0,4089.0,0.493,0.617,0.794,0.673,0.691
Jornal,PARNAMIRIM,RN,2,7.96,16.55,74.52,15.01,4.67,2.68,10.91,0.55,17.96,12.77,850.44,200906.0,9460.0,0.682,0.726,0.825,0.75,0.766
Jornal,ARARIPINA,PE,2,25.33,6.12,72.12,21.0,6.85,17.75,37.84,0.56,18.87,12.59,324.01,77085.0,5296.0,0.321,0.467,0.785,0.595,0.602
Jornal,CARUARU,PE,2,15.58,7.63,72.96,18.91,6.99,5.66,16.31,0.53,15.2,10.18,553.99,313111.0,21998.0,0.468,0.569,0.799,0.681,0.677
Jornal,ALAGOINHAS,BA,2,10.11,6.82,72.39,21.84,7.28,8.02,19.42,0.55,17.6,11.87,553.17,141312.0,10333.0,0.575,0.592,0.79,0.681,0.683
Jornal,CANDEIAS,BA,2,9.08,2.76,74.39,15.8,4.93,7.22,17.44,0.48,11.78,8.47,462.57,82844.0,4100.0,0.563,0.616,0.823,0.652,0.691
Jornal,ILHÉUS,BA,2,12.48,8.56,73.47,18.0,7.2,6.86,19.66,0.58,20.1,13.33,579.46,183184.0,13265.0,0.528,0.59,0.808,0.688,0.69
Jornal,VITÓRIA DA CONQUISTA,BA,2,13.31,8.07,72.3,21.24,6.94,5.6,18.07,0.55,16.64,11.12,555.66,304599.0,21295.0,0.493,0.581,0.788,0.681,0.678
Jornal,ANDRADAS,MG,2,8.47,9.14,77.69,11.5,9.81,0.45,2.51,0.44,9.28,6.36,754.39,37150.0,3655.0,0.425,0.617,0.878,0.731,0.734
Jornal,BAEPENDI,MG,2,10.05,6.91,74.97,15.4,10.12,4.46,15.28,0.49,12.17,8.32,497.21,18097.0,1852.0,0.408,0.57,0.833,0.664,0.681
Jornal,BARBACENA,MG,2,5.43,13.78,77.88,10.53,8.57,1.7,9.07,0.58,19.82,12.75,854.27,124847.0,10824.0,0.569,0.687,0.881,0.751,0.769
Jornal,BOM DESPACHO,MG,2,5.84,12.18,76.66,12.9,8.29,0.66,2.96,0.49,11.9,8.08,809.9,45489.0,3781.0,0.522,0.661,0.861,0.742,0.75
Jornal,BORDA DA MATA,MG,2,8.23,8.78,76.92,12.5,11.07,1.14,6.2,0.46,10.18,7.23,635.37,17033.0,1895.0,0.448,0.64,0.865,0.703,0.73
Jornal,BRUMADINHO,MG,2,6.38,12.06,76.39,13.3,7.63,1.51,5.83,0.57,18.34,11.47,910.31,33754.0,2593.0,0.503,0.639,0.857,0.761,0.747
Jornal,CAMPO BELO,MG,2,8.69,8.21,77.1,12.3,10.45,1.14,6.73,0.47,10.88,7.38,646.71,51235.0,5387.0,0.44,0.586,0.868,0.706,0.711
Jornal,CAPELINHA,MG,2,18.94,5.68,74.41,16.3,5.8,9.53,23.17,0.52,14.35,9.82,432.55,34552.0,2020.0,0.364,0.527,0.824,0.641,0.653
Jornal,CARMO DO RIO CLARO,MG,2,8.82,6.94,76.01,13.8,9.06,0.72,8.02,0.52,13.5,8.93,685.17,20308.0,1850.0,0.469,0.649,0.85,0.715,0.733
Jornal,CAXAMBU,MG,2,5.97,11.71,75.85,14.0,11.04,1.04,7.91,0.65,26.89,15.95,963.25,21489.0,2397.0,0.535,0.629,0.848,0.77,0.743
Jornal,DIAMANTINA,MG,2,9.22,12.76,75.33,14.8,7.73,5.06,16.65,0.57,18.62,12.53,597.41,45453.0,3546.0,0.513,0.632,0.839,0.693,0.716
Jornal,DIVINO,MG,2,14.02,5.92,74.36,16.3,8.37,9.13,23.79,0.52,14.56,10.25,426.94,18917.0,1602.0,0.278,0.421,0.823,0.639,0.605
Jornal,EXTREMA,MG,2,6.22,8.82,75.95,13.9,7.87,0.37,2.36,0.4,7.39,5.57,745.21,28466.0,2250.0,0.508,0.633,0.849,0.729,0.732
Jornal,ITABIRITO,MG,2,4.0,9.42,74.68,15.8,7.34,0.59,3.08,0.47,10.93,7.47,784.55,45260.0,3338.0,0.561,0.638,0.828,0.737,0.73
Jornal,ITUIUTABA,MG,2,8.45,10.3,75.37,14.2,10.47,1.14,4.16,0.5,12.57,8.39,824.46,96689.0,10169.0,0.513,0.644,0.84,0.745,0.739
Jornal,ITURAMA,MG,2,8.66,10.03,75.88,14.0,7.0,0.69,3.7,0.46,10.4,7.18,753.23,34074.0,2413.0,0.521,0.674,0.848,0.73,0.747
Jornal,LAVRAS,MG,2,4.14,16.49,77.8,11.4,8.33,0.62,4.35,0.5,12.78,8.99,889.65,91582.0,7680.0,0.618,0.719,0.88,0.757,0.782
Jornal,LEOPOLDINA,MG,2,6.99,8.48,77.04,12.4,10.54,2.44,10.91,0.5,12.71,8.86,609.5,50929.0,5389.0,0.506,0.635,0.867,0.696,0.726
Jornal,NOVA LIMA,MG,2,2.87,18.96,78.1,11.67,7.01,0.51,2.84,0.68,34.21,20.89,1731.84,80327.0,5674.0,0.66,0.704,0.885,0.864,0.813
Jornal,NOVA SERRANA,MG,2,4.82,3.87,76.82,12.7,2.94,1.18,2.81,0.35,5.75,4.29,659.74,73372.0,2165.0,0.475,0.597,0.864,0.709,0.715
Jornal,OURO BRANCO,MG,2,4.69,14.0,77.31,12.0,4.75,0.64,5.91,0.52,13.79,9.38,866.02,35143.0,1674.0,0.622,0.68,0.872,0.753,0.764
Jornal,OURO FINO,MG,2,8.66,9.58,76.66,12.9,10.37,1.18,6.48,0.45,9.86,6.99,635.38,31352.0,3275.0,0.455,0.622,0.861,0.703,0.722
Jornal,SACRAMENTO,MG,2,6.41,8.77,77.25,12.1,8.88,1.32,3.73,0.45,9.57,6.69,732.35,23718.0,2123.0,0.465,0.619,0.871,0.726,0.732
Jornal,SANTA LUZIA,MG,2,4.79,4.6,76.52,11.3,5.41,2.12,7.99,0.43,8.66,6.3,557.62,202170.0,10976.0,0.53,0.625,0.859,0.682,0.715
Jornal,TAIOBEIRAS,MG,2,17.68,5.69,73.9,17.1,7.94,4.88,22.67,0.51,13.77,9.61,426.91,30730.0,2454.0,0.391,0.578,0.815,0.639,0.67
Jornal,VESPASIANO,MG,2,5.88,4.57,73.65,15.32,4.67,1.02,8.06,0.42,8.27,6.1,539.05,104081.0,4878.0,0.477,0.592,0.811,0.677,0.688
Jornal,BARRA DE SÃO FRANCISCO,ES,2,15.72,5.74,73.9,15.6,8.57,6.74,16.38,0.5,13.18,9.08,527.84,40014.0,3484.0,0.43,0.58,0.815,0.673,0.683
Jornal,MONTANHA,ES,2,17.39,6.13,73.96,15.5,9.71,3.68,14.05,0.52,14.04,9.38,547.46,17637.0,1734.0,0.376,0.535,0.816,0.679,0.667
Jornal,PIÚMA,ES,2,7.61,8.5,76.11,12.6,7.28,3.49,10.36,0.49,12.28,8.49,629.9,18011.0,1319.0,0.541,0.643,0.852,0.702,0.727
Jornal,SERRA,ES,2,5.55,7.52,75.66,13.2,4.51,1.57,6.1,0.47,10.92,7.84,705.89,407614.0,18441.0,0.614,0.664,0.844,0.72,0.739
Jornal,BARRA DO PIRAÍ,RJ,2,4.48,9.85,74.14,15.3,9.09,2.25,8.48,0.51,13.28,9.06,719.16,94474.0,8616.0,0.606,0.665,0.819,0.723,0.733
Jornal,CACHOEIRAS DE MACACU,RJ,2,9.31,7.13,74.01,16.43,8.03,2.59,10.38,0.49,12.41,8.67,604.45,54233.0,4358.0,0.515,0.603,0.817,0.695,0.7
Jornal,CARMO,RJ,2,9.91,6.61,73.77,15.8,9.64,1.73,10.31,0.47,11.07,7.73,559.66,17172.0,1681.0,0.5,0.608,0.813,0.683,0.696
Jornal,IGUABA GRANDE,RJ,2,4.24,10.43,75.44,13.5,10.73,2.23,9.25,0.56,17.42,11.5,818.01,22831.0,2452.0,0.66,0.704,0.841,0.744,0.761
Jornal,ITABORAÍ,RJ,2,6.56,4.77,73.75,15.04,6.56,3.31,10.21,0.48,11.29,7.84,584.35,217364.0,14299.0,0.528,0.593,0.813,0.69,0.693
Jornal,MIRACEMA,RJ,2,10.79,6.61,73.32,16.5,10.4,1.84,12.53,0.5,13.28,9.11,608.62,26684.0,2791.0,0.569,0.646,0.805,0.696,0.713
Jornal,PATY DO ALFERES,RJ,2,12.3,5.29,73.34,16.4,9.03,4.28,16.13,0.56,17.17,10.86,562.52,26248.0,2379.0,0.389,0.549,0.806,0.683,0.671
