nome,apenas_digital,blog_site_pag,segmento_principal,caracteristicas,modelo_negocios,proprietario,regiao,uf,cidade,codmun,endereco,link,twitter,facebook,rss,obs,colaborador,email_veiculo,organizacao,funcionarios,periodicidade,jornalismo,fechou
O POPULAR,Não,Não,Jornal,"Blogs, Opinião/colunistas, Possui alguma edição impressa",,,Sudeste,MG,NOVA SERRANA,3145208,,http://www.opopularns.com.br,https://twitter.com/opopularns,www.facebook.com/pg/jornalopopularns,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,editor@opopularns.com.br,,10 a 29 colaboradores,Diário,1,
O POVO,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Financiamento por projeto, Financiamento institucional (ex. Fundações, empresas, etc)",Família Dummar,Nordeste,CE,FORTALEZA,2304400,Av. Aguanambi 282 - bairro Joaquim Távora,https://www.opovo.com.br/,https://twitter.com/opovoonline,https://www.facebook.com/OPOVOOnline/,https://www20.opovo.com.br/rss/,,Jornalista - editor / repórter / freelancer etc.,cotidiano@opovo.com.br,,Mais de 120 colaboradores,Diário,1,
O PROGRESSO DE TATUÍ,Não,Não,Jornal,"Vídeos, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Ivan Camargo e Ana Maria de Camargo - http://oprogressodetatui.com.br/n/institucional/,Sudeste,SP,TATUÍ,3554003,"Praça Adelaide Guedes, 145 - Centro - Tatuí",http://oprogressodetatui.com.br/n/,https://twitter.com/joprogresso,https://www.facebook.com/oprogresso.detatui.145,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,oprogresso@oprogressodetatui.com.br,,10 a 29 colaboradores,Diário,1,
O PROGRESSO ITUVERAVA,Sim,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Cleso Barbosa da Silva,Sudeste,SP,ITUVERAVA,3524105,"Rua: Francisco Bueno de Morais ,285 -Centro Ituverava",https://oprogressodeituverava.com.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Diário,1,
O REPÓRTER,Não tenho certeza,Não tenho certeza,Online,Blogs,Prestação de serviços,,Sudeste,SP,PRADÓPOLIS,3540903,,http://www.pradopolis-sp.com.br/,,https://www.facebook.com/pages/category/Newspaper/Jornal-O-Rep%C3%B3rter-de-Prad%C3%B3polis-178016072297579/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Sem periodicidade definida,1,
O REPÓRTER,Sim,Sim,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real",,,Sul,RS,CACHOEIRINHA,4303103,,https://www.oreporter.net,,https://www.facebook.com/oreporternet/,https://www.oreporter.net/feed/,,Estudante,redacao@oreporter.net,,,Diário,1,
O RIO BRANCO,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa",Assinatura/paywall,,Norte,AC,RIO BRANCO,1200401,"Av. Ceará, nº 2.804 - Ed. Cristiano Mende",http://www.oriobranco.net/,,https://www.facebook.com/oriobranconet/,,,Estudante,,,,Diário,1,
O RIO BRANCO,Não,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)","EMPRESA O RIO BRANCO EIRELI 
CNPJ: 04.063.210/0001-80",Norte,AC,RIO BRANCO,1200401,"Av. Ceará, nº 2.804 - Ed. Cristiano Mendes de Assis - Centro Rio Branco - Acre - CEP: 69900-460",http://www.oriobranco.net/,,https://www.facebook.com/oriobranconet/,,,Estudante,,,,Diário,1,
O RONDONIENSE,Sim,Não,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",HALLAN CHAVES MACHADO,Norte,RO,PORTO VELHO,1100205,"Rua: José Ribeiro Filho, 1342 Porto Velho.",https://orondoniense.com.br/,https://twitter.com/ORondoniense_,https://www.facebook.com/orondoniense/,,,Estudante,contato@orondoniense.com,,,Diário,1,
O SEMANÁRIO - JACAREÍ,Não,Não,Online,"Blogs, Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos), Conteúdo patrocinado",,Sudeste,SP,JACAREÍ,3524402,"Rua Armando Sales de Oliveira, 39 – Jd. Leonídia – Jacareí/SP",http://www.semanario.com.br/noticia/destaques,,https://www.facebook.com/semanariodejacarei/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@semanario.com.br,,6 a 9 colaboradores,Semanal,1,
O SERTANEJO ONLINE,Sim,Não,Online,Opinião/colunistas,"Prestação de serviços, Financiamento institucional (ex. Fundações, empresas, etc)",Igor Sorente,Sudeste,SP,BARRETOS,3505500,"Rua 20, nº 1118, Sobreloja, Centro",http://jornalosertanejo.com.br/,,https://www.facebook.com/osertanejojornal/,,,Jornalista - editor / repórter / freelancer etc.,contato@jornalosertanejo.com.br,,1 a 5 colaboradores,Diário,1,
O SOLIMÕES,Não,Não,Jornal,"Blogs, Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado","Raifran Brandão (registro no WhoIs, CPF 004.813.572-03)",Norte,AM,TEFÉ,1304203,,http://osolimoes.com.br/,,https://www.facebook.com/OSolimoes/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,osolimoes@gmail.com,,6 a 9 colaboradores,Diário,1,
O TEMPO BETIM,Não,Não,Jornal,"Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Sempre Editora,Sudeste,MG,BETIM,3106705,"R. do Rosário, 182 - Angola, Betim",https://www.otempo.com.br/o-tempo-betim/,,,,,Jornalista - editor / repórter / freelancer etc.,mariana.rabelo@otempo.com.br,,,Diário,1,
O TEMPO CONTAGEM,Não,Não,Jornal,"Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Sempre Editora,Sudeste,MG,CONTAGEM,3118601,"Av. Babita Camargos, 1645 - Cidade Industrial, Contagem",,,,,,Jornalista - editor / repórter / freelancer etc.,,,,Diário,1,
O TIMONEIRO,Não,Não,Jornal,"Newsletters, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa",,,Sul,RS,CANOAS,4304606,,http://otimoneiro.com.br,https://twitter.com/_otimoneiro,https://www.facebook.com/jornalotimoneiro?fref=ts,,,Estudante,otimoneiro@otimoneiro.com.br,,,Semanal,1,
O TREM ITABIRANO,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Possui alguma edição impressa","Assinatura/paywall, Prestação de serviços",,Sudeste,MG,ITABIRA,3131703,"rua Josefina Bragança, 21",,,,,,Jornalista - editor / repórter / freelancer etc.,otremitabirano@yahoo.com.br,,10 a 29 colaboradores,"Nas redes sociais, é diário",1,
O VALE DA ELETRÔNICA,Não,Não,Jornal,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)",Evandro Carvalho da Silva,Sudeste,MG,SANTA RITA DO SAPUCAÍ,3159605,Rua Quintino Bocaiuva,,,www.facebook.com/jornalovaledaeletronica,,,Jornalista - editor / repórter / freelancer etc.,jornalvale@yahoo.com.br,,1 a 5 colaboradores,Semanal,1,
O VIGILANTE,Sim,Não,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Centro-Oeste,MS,DOURADOS,5003702,"ua Duque de Caxias, 860",http://ovigilantems.com.br/,,https://www.facebook.com/JornalOVigilanteMS/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@ovigilantems.com.br,,,Diário,1,
O XINGU,Não tenho certeza,Sim,Online,Noticiário em tempo real,,,Norte,PA,ALTAMIRA,1500602,,,,https://www.facebook.com/oxingu/,,,Estudante,,,,Diário,1,
OITOMEIA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Vídeos","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Allisson Paixão http://whois-domain.registrocom.com/oitomeia.com.br,Nordeste,PI,TERESINA,2211001,"Avenida Dom Severino, 1460, bairro Horto, zona Leste",https://www.oitomeia.com.br/,@portaloitomeia,https://www.facebook.com/PortalOitoMeia/,,,Jornalista - editor / repórter / freelancer etc.,redacao@oitomeia.com.br,,6 a 9 colaboradores,Diário,1,
OLIVETESALMORIA.COM.BR,Sim,Sim,Online,Blogs,"Publicidade gráfica (banners, pop-ups etc.)",Olivete Salmória,Sul,SC,LAGES,4209300,"rua joão Ribeiro Branco, 47.",http://www.olivetesalmoria.com.br/,@olivetesalmoria,https://www.facebook.com/olivete.salmoria.1,,,Jornalista - editor / repórter / freelancer etc.,salmoriaolivete@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
OLÍMPIA 24 HORAS,Sim,Sim,Online,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",Julio Cesar Faria,Sudeste,SP,OLÍMPIA,3533908,,https://www.olimpia24horas.com.br/,,https://www.facebook.com/olimpia24horas/,,,Jornalista - editor / repórter / freelancer etc.,juliaopitbull@gmail.com,,Um colaborador (operação individual/blog),Diário,1,
OPINIÃO JORNAL - ARARAS,Sim,Não tenho certeza,Online,"Blogs, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado, Prestação de serviços",Jornais Associados Editora Ltda,Sudeste,SP,ARARAS,3503307,"Rua Júlio Mesquita, 430 (153,61 km) 13600-060 Araras",https://grupoopiniao.com.br,,https://www.facebook.com/opiniaojornalararas/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@grupoopiniao.com.br,,6 a 9 colaboradores,Bisemanal,1,
OPINIÃO TRIUNFO,Sim,Sim,Online,"Blogs, Opinião/colunistas","Publicidade gráfica (banners, pop-ups etc.)",,Nordeste,PE,TRIUNFO,2615706,,http://opiniaotriunfodigital.blogspot.com/,,https://www.facebook.com/blogopiniaotriunfo/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,jornal.digital@yahoo.com.br,,Um colaborador (operação individual/blog),Sem periodicidade definida,1,
OROBÓ NEWA,Sim,Sim,Online,Blogs,"Publicidade gráfica (banners, pop-ups etc.)",,Nordeste,PE,OROBÓ,2609709,,http://www.orobonews.com.br/p/missao-e-objetivo.html,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,orobonews@hotmail.com,,Um colaborador (operação individual/blog),Sem periodicidade definida,1,
OUTRA SAÚDE,Sim,Não,Online,"Opinião/colunistas, Newsletters, Vídeos, Noticiário em tempo real","Financiamento institucional (ex. Fundações, empresas, etc)",Outras Palavras,Sudeste,SP,SÃO PAULO,3550308,"Rua Conselheiro Ramalho, 945 – sala 4 Bixiga",https://outraspalavras.net/outrasaude/,https://twitter.com/outrasaude,https://www.facebook.com/outrasaude,,,Jornalista - editor / repórter / freelancer etc.,outrasaude@outraspalavras.net,,1 a 5 colaboradores,Diário,1,
P8,Sim,Sim,Online,Opinião/colunistas,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Igor Ribeiro Moura http://whois-domain.registrocom.com/portalp8.com.br,Nordeste,PI,TERESINA,2211001,"Av. Universitária, Ininga",http://www.portalp8.com.br/,@portal8,https://www.facebook.com/portal8/,,,Jornalista - editor / repórter / freelancer etc.,portalp8@gmail.com,,1 a 5 colaboradores,Bisemanal,1,
PANORAMA REGIONAL,Não,Não,Jornal,"Possui alguma edição impressa, Ele não tem outros destaques além do produto principal",,,Sudeste,MG,SANTOS DUMONT,3160702,,,,,,,,,,,,1,
PARANASHOP,Sim,Sim,Online,Ele não tem outros destaques além do produto principal,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Paranashop Comunicação e Tecnologia Ltda,Sul,PR,CURITIBA,4106902,"Rua Vicente Nicolau Kopytowiski, 139",https://paranashop.com.br/,https://twitter.com/paranashop,https://www.facebook.com/paranashop,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),redacao@paranashop.com.br,,1 a 5 colaboradores,Diário,1,
PARANÁ ONLINE,Não,Não,Jornal,"Blogs, Opinião/colunistas, Newsletters, Redes sociais",Publicidade (outros tipos),,Sul,PR,CURITIBA,4106902,4106902,https://www.tribunapr.com.br/,https://twitter.com/tribunapr,https://www.facebook.com/tribunadoparana,https://www.tribunapr.com.br/feed/,,Estudante,geralredacao@tribunadoparana.com.br,,10 a 29 colaboradores,Diário,1,
PARANÁ PORTAL,Sim,Sim,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real",,o Grupo JMalucelli.,Sul,PR,CURITIBA,4106902,"PARANÁ PORTAL – Rodovia do Café, nº 315. Km 0,5 Mossunguê – Curitiba / PR | 82.305-100",https://paranaportal.uol.com.br/,https://twitter.com/paranaportal,https://www.facebook.com/paranaportal/,https://paranaportal.uol.com.br/feed/,,Estudante,redacao@paranaportal.com.br,,,Diário,1,
PENSAMENTO.ORG,Sim,Não,Online,Newsletters,"Doações diretas, Crowdfunding, Financiamento por projeto, Financiamento institucional (ex. Fundações, empresas, etc)",Tiago Lobo (www.pensamento.org),Sul,RS,PORTO ALEGRE,4314902,Sem sede,https://www.pensamento.org,,Https://facebook.com/@revistapensamento,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),pensamento.org@gmail.com,,1 a 5 colaboradores,Sem periodicidade definida,1,
PEQUENAS EMPRESAS GRANDES NEGÓCIOS,Não,Não,Revista,"Newsletters, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",Abril,Sudeste,SP,SÃO PAULO,3550308,,https://revistapegn.globo.com/,,,,,Jornalista - editor / repórter / freelancer etc.,,,Mais de 120 colaboradores,Bisemanal,1,
PERFIL NEWS,Sim,Não,Online,"Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Centro-Oeste,MS,TRÊS LAGOAS,5008305,ua Bom Jesus da Lapa - 95,https://www.perfilnews.com.br/,,https://www.facebook.com/tvperfilnews/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,recadao@perfilnews.com.br,,10 a 29 colaboradores,Diário,1,
PERIÓDICO,Sim,Não,Online,Ele não tem outros destaques além do produto principal,,,Sul,PR,PONTA GROSSA,4119905,,https://periodico.sites.uepg.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacaointegradauepg@gmail.com,,,,1,
PIONEIRO,Não,Não,Jornal,"Opinião/colunistas, Possui alguma edição impressa",Assinatura/paywall,Grupo RBS,Sul,RS,CAXIAS DO SUL,4305108,"Rua Jacob Luchesi, 2374",http://pioneiro.clicrbs.com.br/rs/,https://twitter.com/pioneiroonline,https://www.facebook.com/pioneiro/,,,Assessor / analista de imprensa ou comunicação,,,Mais de 120 colaboradores,Diário,1,
PIRACAIA JORNAL,Sim,Não,Online,Newsletters,,,Sudeste,SP,PIRACAIA,3538600,,http://piracaiajornal.com.br/,,https://www.facebook.com/Piracaia-Jornal-Rede-Serras-e-Aguas-320870405002018/,,,,,,,,1,
PLANETA,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",Editora 3,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,60 a 119 colaboradores,Bimestral,1,
PLANETA NEWS,Não,Não,Jornal,Ele não tem outros destaques além do produto principal,"Financiamento institucional (ex. Fundações, empresas, etc)",PRISCILA SENO MATHIAS NETTO FORESTI,Sudeste,SP,OLÍMPIA,3533908,"Avenida Deputado Waldemar Lopes Ferraz, nº 1024, Centro",https://www.planetanews.com.br/,,https://www.facebook.com/planetaolimpia/,,,Jornalista - editor / repórter / freelancer etc.,redacao@planetanews.com.br,,1 a 5 colaboradores,Semanal,1,
PLENO.NEWS,Sim,Não,Online,"Opinião/colunistas, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",Grupo MK - http://www.mkmusic.com.br/,Sudeste,RJ,RIO DE JANEIRO,3304557,Rua Gotemburgo 211 - São Cristovão - Rio de Janeiro - RJ,https://pleno.news/,https://twitter.com/PlenoNews,https://www.facebook.com/plenonewsoficial/,,,Jornalista - editor / repórter / freelancer etc.,redacao@plenonews.com.br,,6 a 9 colaboradores,Atualização contínua,1,
PODER360,Sim,Não,Online,"Opinião/colunistas, Newsletters, Vídeos, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado, Prestação de serviços",Fernando Rodrigues e sócios,Centro-Oeste,DF,BRASÍLIA,5300108,"SRTVN, Quadra 701, Conj C, N° 124, Centro Empresarial Norte, Bloco B, Sala 827, Asa Norte CEP 70719-903",http://www.poder360.com.br,https://twitter.com/poder360,https://www.facebook.com/Poder360/,https://www.poder360.com.br/feed/,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),redacao@poder360.com.br,,30 a 59 colaboradores,Diário,1,
POLÍTICA DINÂMICA,Sim,Não,Online,"Opinião/colunistas, Vídeos",Publicidade nativa (conteúdo jornalístico pago),Propriedade do jornalista Marcos Melo,Nordeste,PI,TERESINA,2211001,"Rua Desembargador Jose Lourenço, 330, bairro Noivos",https://www.politicadinamica.com/,https://twitter.com/politicadinamic,https://www.facebook.com/politicadinamica/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,marcosmelo@politicadinamica.com,,6 a 9 colaboradores,Diário,1,
PONTAL EM FOCO - ITUIUTABA,Sim,Sim,Online,Noticiário em tempo real,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",,Sudeste,MG,ITUIUTABA,3134202,,http://pontalemfoco.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,noticia@pontalemfoco.com.br,,1 a 5 colaboradores,Semanal,1,
PONTO FINAL,Não tenho certeza,Não tenho certeza,Jornal,"Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,MARIANA,3140001,"Rua Professor Lauro Morais,310",http://www.jornalpontofinalonline.com.br/,https://twitter.com/jpontofinal,https://www.facebook.com/jornalpontofinal/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@jornalpontofinal.com.br,,,,1,
PONTO NORTE FM,Não,Não,Rádio,"Opinião/colunistas, Newsletters",Publicidade (outros tipos),GRUPO PONTO NORTE,Sul,RS,ALPESTRE,4300505,"Av. Farrapos, 456, Bairro: Centro - Alpestre / RS",http://www.pontonortefm.com.br,,https://www.facebook.com/pontonortefm/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),pontonortefm@outlook.com,,10 a 29 colaboradores,Diário,1,
POR ACASO,Sim,Não,Online,"Blogs, Opinião/colunistas, Podcast, Vídeos, Redes sociais","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",OCP News https://ocp.news/entretenimento/,Sul,SC,JARAGUÁ DO SUL,4208906,"R. Bernardo Dornbusch, 1106 - Vila Lalau, Jaraguá do Sul - SC, 89256-184",https://poracaso.com,https://twitter.com/poracaso,https://www.facebook.com/poracaso,,,Jornalista - editor / repórter / freelancer etc.,contato@poracaso.com,,1 a 5 colaboradores,Diário,1,
PORTAAL AM NEWS,Sim,Sim,Online,"Blogs, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",Márcio Lopes (Registro no CNPJ 08.674.495/0001-46/Receita Federal),Norte,AM,MANAUS,1302603,R MINISTRO ALMERON CAMINHA 154 CONJ JARDIM PETROPOLIS LOTE 17,https://amnews.com.br/,https://twitter.com/portalamnews,https://www.facebook.com/amnewsbr/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,portalamnews@gmail.com,,1 a 5 colaboradores,Diário,1,
PORTAL AGORA AMAZONAS,Sim,Sim,Online,Noticiário em tempo real,,"Ronaldo Castro 
https://registro.br/2/whois#lresp",Norte,AM,MANAUS,1302603,,https://agoraamazonas.com.br/,,https://www.facebook.com/agoraamazonas/,,,Estudante,redacao@agoraamazonas.com,,,Diário,1,
PORTAL AMAZON NEWS,Sim,Não,Online,"Redes sociais, Noticiário em tempo real",,,Norte,AM,MANAUS,1302603,"R. Thomas Edson, Nova Esperança",https://portalamazonnews.com/,https://twitter.com/PortalAmazonews,https://www.facebook.com/PortalAmazonews/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@portalamazonnews.com,,,Diário,1,
PORTAL AMAZONAS NEWS,Sim,Sim,Online,"Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",,Norte,AM,MANAUS,1302603,,https://amazonasnews.com/,https://twitter.com/amazonas_news,https://www.facebook.com/pg/portalamazonasnews/about/?ref=page_internal,,,Estudante,redacao@amazonasnews.com,,,Diário,1,
PORTAL AMAZÔNIA,Sim,Não,Online,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real",,"Grupo Amazônia Cabo 
http://portalamazonia.com/quem-somos",Norte,AM,MANAUS,1302603,"Avenida André Araújo, 1555 Bairro: Aleixo",http://portalamazonia.com/,https://twitter.com/PortalAmazonia,https://www.facebook.com/portalamazonia/,,,Estudante,jornalismo@portalamazonia.com,,,Diário,1,
PORTAL ARAPIRACA,Sim,Sim,Online,Redes sociais,"Publicidade gráfica (banners, pop-ups etc.)",Ranjelio Jose Santos - https://registro.br/2/whois#lresp,Nordeste,AL,ARAPIRACA,2700300,"Rua Florencio Apolinario, 132",http://www.portalarapiraca.com/,https://twitter.com/parapiraca,https://facebook.com/portalarapiraca,http://www.portalarapiraca.com/rss.php,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),portalarapiraca@hotmail.com,,1 a 5 colaboradores,Diário,1,
PORTAL BANDA B,Não,Não,Rádio,"Blogs, Opinião/colunistas, Redes sociais, Noticiário em tempo real",,,Sul,PR,CURITIBA,4106902,"Rua Antonio Costa, 529 - Curitiba, PR",https://www.bandab.com.br/,https://twitter.com/portalbandab,https://www.facebook.com/PortalBandaB,,,Estudante,plantao@radiobandab.com.br,,,Diário,1,
PORTAL CAPARAÓ,Sim,Não,Online,Ele não tem outros destaques além do produto principal,,,Sudeste,MG,MANHUAÇU,3139409,"Rua Alcino Salazar, 11 – sala 03 – Bairro São Vicente – Manhuaçu (MG).",http://www.portalcaparao.com.br/index.php,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@portalcaparao.com.br,,6 a 9 colaboradores,Diário,1,
PORTAL CASA NOVA,Sim,Sim,Online,"Blogs, Opinião/colunistas, Podcast, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",,Nordeste,BA,CASA NOVA,2907202,,http://www.portalcasanova.com.br,@portalcasanova,portalcasanova,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),portalcasanova@gmail.com,,1 a 5 colaboradores,Diário,1,
PORTAL CLUBE NOTÍCIAS,Sim,Sim,Online,"Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",ClubeSat Portal Clube Sat LTDA http://whois-domain.registrocom.com/clubenoticias.com,Nordeste,PI,TERESINA,2211001,"Avenida Frei Serafim, 2425, Centro",https://www.clubenoticias.com/,@portalclubesat,https://www.facebook.com/portalclubenoticias,,,Jornalista - editor / repórter / freelancer etc.,redacao@clubenoticias.com,,6 a 9 colaboradores,Diário,1,
PORTAL DE NÓTÍCIAS CLEISON SANTOS,Sim,Sim,Online,"Blogs, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado",Cleison Santos,Norte,AM,MANAUS,1302603,,https://portalmsantos.blogspot.com,,https://www.facebook.com/anuncieam,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,falecomcleison@hotmail.com,,Um colaborador (operação individual/blog),Diário,1,
PORTAL DIÁRIOZONANORTE,Sim,Não,Online,"Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado",Mauricio Benassatto e Sandra Vaz,Sudeste,SP,SÃO PAULO,3550308,rua Dona Gabriela n. 266 - Vila Dom Pedro II - São Paulo - SP CEP 02244-060,http://www.portaldiariozonanorte.com.br/,https://twitter.com/diariozonanorte,https://www.facebook.com/diariozonanorte/,,,Jornalista - editor / repórter / freelancer etc.,mauricio@diariozonanorte.com.br,,6 a 9 colaboradores,Diário,1,
PORTAL DO AGRONEGÓCIO,Sim,Não,Online,"Vídeos, Noticiário em tempo real","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",Frederico Wakin,Sudeste,MG,VIÇOSA,3171303,"Rua Manuel Clemente, 126, Bom Jesus",https://www.portaldoagronegocio.com.br,https://twitter.com/agronegociobr,https://www.facebook.com/Portal-do-Agroneg%C3%B3cio-216394215107240/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contato@portaldoagronegocio.com.br,,Um colaborador (operação individual/blog),Diário,1,
PORTAL DO AMAZONAS,Sim,Sim,Online,"Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",Fenix Publicidade e Propaganda e Socorro Maia. http://portaldoamazonas.com/category/apresentacao,Norte,AM,MANAUS,1302603,"Rua: Edward Costa, 391- Bairro: Adrianópolis",http://portaldoamazonas.com/,https://twitter.com/PortaldoAM,https://www.facebook.com/PortaldoAM/,,,Estudante,contato@portaldoamazonas.com,,,Diário,1,
PORTAL DO HOLANDA,Sim,Sim,Online,"Opinião/colunistas, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.)",Raimundo Holanda https://www.facebook.com/pg/portaldoholanda/about/?ref=page_internal    https://registro.br/2/whois#lresp,Norte,AM,MANAUS,1302603,"Rua Camilo Castelo Branco, 25 - Japiim II, Manaus - AM, 69076-380",https://www.portaldoholanda.com.br/,https://twitter.com/portaldoholanda,https://www.facebook.com/portaldoholanda/,,,Estudante,comercial2@portaldoholanda.com.br,,,Diário,1,
PORTAL DO MARCOS SANTOS,Sim,Sim,Online,"Opinião/colunistas, Noticiário em tempo real",,Marcos Santos https://www.facebook.com/blogmarcossantos/about?lst=100002550772195%3A100000783157716%3A1540004710,Norte,AM,MANAUS,1302603,"R. Barão do Rio Branco, 757 - São Jorge, Manaus - AM, 69033-430",https://www.portalmarcossantos.com.br/,https://twitter.com/MarcosSantosAM,https://www.facebook.com/portaldomarcossantos/,,,Estudante,marcosam1@gmail.com,,,Diário,1,
